id	term	variants	translation	stem	forms	note	category	status	short_of
focus_mode	Focus Mode					Команда активації спеціального режиму зосередження відповідного юніта.	Здібності	new	
hover_mode	Hover Mode					Режим зависання повітряного або оснащеного реактивною системою юніта.	Здібності	new	
descent	Descent					Здібність повітряного юніта знижувати висоту або опускатися на землю.	Здібності	new	
direct_firing_mode	Direct Firing Mode					Команда активації режиму прямого вогню механізованої артилерії.	Здібності	new	
disable_direct_firing_mode	Disable Direct Firing Mode					Здібність механізованої артилерії, що вимикає режим прямого вогню.	Здібності	new	
fire_napalm_dispenser	Fire Napalm Dispenser					Здібність мобільного міномета, що запускає засіб для ураження місцевості запалювальною речовиною.	Здібності	new	
fire_flare_drone	Fire Flare Drone					Здібність мобільного міномета, що запускає спеціалізований розвідувальний апарат.	Здібності	new	
flare_drone	Flare Drone					Запускний апарат мобільного міномета, який підсвічує місцевість і підсилює ураження ворогів.	Зброя і техніка	new	
deploy_the_m23_t	Deploy the M23-T					Здібність розгортання мобільної машини підтримки Федерації.	Здібності	new	
m23_t	M23-T					Мобільна машина підтримки Федерації, яку можна розгорнути для запиту й поповнення підрозділів.	Зброя і техніка	new	
undeploy_the_m23_t	Undeploy the M23-T					Здібність згортання мобільної машини підтримки Федерації.	Здібності	new	
tunneler	Tunneler	Tunnelers				Тип арахнідів, пов’язаний із підземним пересуванням у розділі загроз мутацій.	Арахніди	new	
manpad_trooper	MANPAD Trooper	MANPAD Troopers				Підрозділ Федерації, озброєний переносними зенітними ракетними комплексами.	Юніти Федерації	new	
man_portable_air_defense_system	Man-portable air-defense system					Переносна ракетна система наведення, якою озброєно MANPAD Troopers.	Зброя і техніка	new	
m7b_thunderbolt	M7B Thunderbolt					Іменована модель бойової техніки Федерації в розділі прототипів юнітів.	Зброя і техніка	new	
tac_wing_director_miniguns	TAC Wing Director (Miniguns)	TAC Wing Director(Miniguns)				Варіант оператора авіаційної підтримки Федерації, який наводить групу з мініганами.	Юніти Федерації	new	
exosuit_assault_marine	Exosuit Assault Marine	Exosuit Assault Marines				Варіант Assault Marine Федерації, оснащений бойовим екзокостюмом.	Юніти Федерації	new	
marine_mechanic	Marine Mechanic	Marine Mechanics				Наземний технічний підрозділ Федерації, який готує аеродроми та оборонні споруди.	Юніти Федерації	new	
tac_wing_director_cannons	TAC Wing Director (Cannons)	TAC Wing Director(Cannons)				Варіант оператора авіаційної підтримки Федерації, який наводить групу з гарматним озброєнням.	Юніти Федерації	new	
tac_wing_director_missiles	TAC Wing Director (Missiles)	TAC Wing Director(Missiles)				Варіант оператора авіаційної підтримки Федерації, який наводить групу з ракетним озброєнням.	Юніти Федерації	new	
jump	Jump					Здібність Mk II Marauder для стрибка на вибрану позицію.	Здібності	new	
corvette_transports	Corvette Transports					Ігровий ресурс, необхідний для наймання певних типів юнітів і придбання поліпшень.	Механіки	new	
jet_fuel	Jet Fuel					Ігровий ресурс, необхідний для важких повітряних юнітів.	Механіки	new	
tac_missile_strike	TAC Missile Strike	TAC Missile Strikes				Здібність виклику ракетних ударів у розділі прототипів юнітів.	Здібності	new	
tac	TAC					Скорочення в назві здібності ракетного удару; повне розшифрування не встановлено.	Загальне	new	
tac_cluster_strike	TAC Cluster Strike	TAC Cluster Strikes				Здібність виклику касетних ударів у розділі прототипів юнітів.	Здібності	new	
construction_support_pod	Construction Support Pod					Здібність виклику капсули підтримки будівництва в розділі прототипів юнітів.	Здібності	new	
ammunition_pod	Ammunition Pod					Здібність виклику капсули з боєприпасами в розділі прототипів юнітів.	Здібності	new	
quad_mg_turret	Quad MG Turret					Quad MG Turret — стаціонарний вогневий юніт Федерації з чотирма кулеметами у розділі прототипів юнітів.	Юніти Федерації	new	
mg	MG	MG's|MGs				MG — скорочення назви озброєння у складі Quad MG Turret.	Зброя і техніка	new	machine_gun
corvette_liaison	Corvette Liaison					Corvette Liaison — офіцерський юніт Федерації, який забезпечує зв’язок з Orbital Corvette.	Юніти Федерації	new	
marauder_mk_ii	Marauder Mk-II					Marauder Mk-II — окрема модифікація бойового юніта Marauder у розділі прототипів юнітів.	Юніти Федерації	new	
tac_minigun_strikes	TAC Minigun Strikes					TAC Minigun Strikes — назва здібності з кулеметними ударами у розділі прототипів юнітів.	Здібності	new	
tac_cannon_strikes	TAC Cannon Strikes					TAC Cannon Strikes — назва здібності з гарматними ударами у розділі прототипів юнітів.	Здібності	new	
galactic_war	Galactic War					Galactic War — складова Territory Mode, у якій проходження місій відкриває нагороди та ігровий вміст.	Механіки	new	
emergency_shelter	Emergency Shelter					Назва укриття в місії «Knights in Powered Armor», пов’язаного з оголошенням диктора.	Локації	new	
knights_in_powered_armor	Knights in Powered Armor					Назва випробувальної місії у сценарії Challenge_SteelArmy.	Загальне	new	
lethal_propellant	Lethal Propellant					Назва місії Chemical_Lethal_Propellant.	Загальне	new	
road_tunnel	Road Tunnel					Назва тунельного об’єкта на карті місії Lethal Propellant.	Локації	new	
chemical_reaction	Chemical Reaction					Назва місії, присвяченої аварії в лабораторії хімічної зброї.	Загальне	new	
elevator	Elevator	Elevator's				Іменований інтерактивний об'єкт пересування, зазначений у розділі назв юнітів місії Chemical Reaction.	Загальне	new	
centrifuge	Centrifuge					Технологічне обладнання, представлене як окремий об’єкт у місії «Chemical Reaction».	Технології	new	
security_system	Security System					Системний об’єкт комплексу, пов’язаний із безпекою в місії «Chemical Reaction».	Технології	new	
door_controls	Door Controls					Інтерактивний системний об’єкт для керування дверима в місії «Chemical Reaction».	Технології	new	
power_trooper	Power Trooper	Power troopers				Бійці Федерації у силовій броні, яких висаджують для захоплення початкового плацдарму.	Юніти Федерації	new	
warehouse_section	Warehouse Section					Секція складу на авіабазі Kwalasha, захоплення якої відкриває новий підрозділ у місії «Fly or Die».	Локації	new	
m9_sledgehammer	M9 Sledgehammer	M9 Sledgehammers				Підрозділ Федерації, який відкривається через секцію складу в місії «Fly or Die».	Юніти Федерації	new	
power_plant_section	Power Plant Section					Секція електростанції на авіабазі Kwalasha, захоплення якої відкриває новий підрозділ у місії «Fly or Die».	Локації	new	
m6_jaeger	M6 Jaeger	M6 Jaegers				Підрозділ Федерації, який відкривається через секцію електростанції в місії «Fly or Die».	Юніти Федерації	new	
weapon_storage_station	Weapon Storage Station					Назва станції зберігання зброї на авіабазі Kwalasha в місії «Fly or Die».	Локації	new	
hangars_station	Hangars Station					Назва станції ангарів на авіабазі Kwalasha в місії «Fly or Die».	Локації	new	
hangar	Hangar	Hangars				Ділянка з ангарами на території аеродрому в місії «Fly or Die».	Локації	new	
warehouse	Warehouse	Warehouse area				Складська ділянка на території аеродрому в місії «Fly or Die».	Локації	new	
fly_or_die	Fly or Die					Назва місії 17 у сценарії Kwalasha_Airfield.	Загальне	new	
hangars_section	Hangars Section					Сектор ангарів авіабази, пов'язаний із розблокуванням Fleet Liaison.	Локації	new	
crash_site	Crash Site	CRASH SITES				Місце катастрофи, позначене як окрема локація в місії «Burning Skies».	Локації	new	
burning_skies	Burning Skies					Назва дев’ятої сюжетної місії кампанії на Квалаші.	Загальне	new	
valley_of_death	Valley of Death					Назва місії та долини у сценарії Kwalasha Canyon.	Локації	new	
canyon_exit	Canyon Exit					Точка виходу з каньйону, до якої потрібно евакуювати солдатів у цій місії.	Локації	new	
ava_cortez	Ava Cortez	Ava				Офіцерка, до якої Hawthorne звертається під час місії «Valley of Death».	Персонажі	new	
sam_hawthorne	Sam Hawthorne	Sam				Командир загону, до якого Ava Cortez звертається під час місії «Valley of Death».	Персонажі	new	
cortez	Cortez					Персонаж, до якого Hawthorne звертається по наступні вказівки в місії «Cave Cleaning».	Персонажі	new	
cave_cleaning	Cave Cleaning					Назва четвертої місії кампанії на Kwalasha, присвяченої очищенню шахт і печер.	Загальне	new	
hawthorne	Hawthorne	Hawthorne's|Hawthorne’s				Командир, чиї загартовані в боях бійці розслідують зникнення підрозділів у місії Cave Cleaning.	Персонажі	new	
control_room	Control Room					Окрема ділянка шахти, яку потрібно захопити під час місії Cave Cleaning.	Локації	new	
drilling_site	Drilling Site					Окрема виробнича ділянка, яку потрібно убезпечити під час місії Cave Cleaning.	Локації	new	
ammunition_stash	Ammunition Stash	Ammunition Stashes				Захоплювані сховища боєприпасів у завданні місії Cave Cleaning.	Зброя і техніка	new	
metro	Metro					Міська підземка Federatsiyagrad, звідки надходять ворожі хвилі атаки.	Локації	new	
ammo_stash	Ammo Stash	Ammo Stashes				Сховище боєприпасів, яке збирають під час виконання завдання в місії «[1] Pacification».	Зброя і техніка	new	
obedience	Obedience					Показник покори населення, який змінюється за збирання сховищ боєприпасів у місії «[1] Pacification».	Механіки	new	
popularity	Popularity					Показник популярності Федерації серед населення, який змінюється за збирання сховищ боєприпасів у місії «[1] Pacification».	Механіки	new	
pacification	Pacification					Назва першої місії кампанії Kwalasha_Foothold.	Загальне	new	
outpost_delta_iv	Outpost Delta IV					Форпост, околиці якого зачищають підрозділи на початку місії Pacification.	Локації	new	
delta_iv	Delta IV	Delta IV base				Укріплена база, до якої прибувають сили Федерації в місії «Pacification».	Локації	new	
ammunition	Ammunition					Ігровий ресурс, який потрібно захопити під час місії «[1] Pacification».	Механіки	new	
gatekeeper	Gatekeeper					Назва місії 18 у сценарії Kwalasha_Gatekeeper.	Загальне	new	
material	Material					Ігровий ресурс, який додатково нараховується за знищення ворогів у місії Gatekeeper.	Механіки	new	
guardians_of_steel	Guardians of Steel					Назва місії 13 у сценарії Kwalasha_Guardians.	Загальне	new	
purification_plant	Purification Plant					Purification Plant — промисловий об’єкт на південному сході, через який пролягає обхідний маршрут у місії «Guardians of Steel».	Локації	new	
m11_babar	M11 Babar	M11 Babars				Важка бойова машина Федерації, яку використовують у місії «Guardians of Steel».	Зброя і техніка	new	
rico	Rico					Генерал Федерації, який позичив загону юніти Marauder для місії «Guardians of Steel».	Персонажі	new	
evacuation_point	Evacuation Point					Позначена точка евакуації в завданні місії «Guardians of Steel».	Локації	new	
operation_guillotine	Operation Guillotine					Назва операції та місії на Kwalasha.	Загальне	new	
honor_guard	Honor Guard					Почесна варта Федерації, для появи якої призначено службову точку в місії «Operation Guillotine».	Юніти Федерації	new	
5th_division	5th Division					П’ятий дивізіон Федерації, що надає підтримку під час наступу в місії «Operation Guillotine».	Юніти Федерації	new	
16th_penal_battalion	16th Penal Battalion					Штрафний батальйон Федерації, у якому служить Hawthorne під час місії «Operation Guillotine».	Юніти Федерації	new	
air_strike	Air Strike	AIR STRIKES				Авіаційна атака, що виконується під час місії Operation Guillotine.	Здібності	new	
supply_drop	Supply Drop					Механіка доставки припасів, про наближення якої повідомляє таймер місії Operation Guillotine.	Механіки	new	
hole_patrol	Hole Patrol					Назва місії кампанії на Kwalasha, пов’язаної із зачисткою підземних Hive у секторі Delta IV.	Загальне	new	
bug_hole	Bug Hole	bug holes				Входи до підземних колоній Arachnid, виявлені вздовж важливої дороги в секторі Delta IV.	Арахніди	new	
supply_base	Supply Base					База постачання, до якої потрібно дістатися під час місії Hole Patrol.	Локації	new	
archie	Archie					Розмовне прізвисько арахнідів, ужите Готорном щодо ворожих сил у місії «Hole Patrol».	Арахніди	new	
in_deep_trouble	In Deep Trouble					Назва сьомої місії кампанії на Kwalasha.	Загальне	new	
drill	Drill					Промислова бурова установка, яку потрібно захопити в місії «In Deep Trouble».	Технології	new	
mining_shaft	Mining Shaft	Mining Shafts				Назва шахтного об’єкта в місії «Peace of Mine».	Локації	new	
central_base	Central Base					Назва центральної бази в місії «Peace of Mine».	Локації	new	
peace_of_mine	Peace of Mine					Назва третьої сюжетної місії на Квалаші.	Загальне	new	
shreveport	Shreveport					Згадане Hawthorne місто, з яким у жартівливому порівнянні пов’язано пікнік у липні.	Локації	new	
mine	Mine					Шахта, яку потрібно ввести в експлуатацію в місії «Peace of Mine».	Локації	new	
mineville	Mineville					Шахтарське поселення та місце оборони в місії «Peace of Mine».	Локації	new	
kwal_comm_base	Kwal Comm Base	Kwal Comm bases				Бази зв’язку поблизу шахт, які забезпечують їхню логістику в місії «Peace of Mine».	Локації	new	
attack_wave	Attack Wave					Позначення часової ігрової події, під час якої на позиції гравця наступає чергова група ворогів.	Механіки	new	
the_perimeter	The Perimeter					Назва місії та оборонного периметра на Kwalasha.	Локації	new	
power_struggle	Power Struggle					Назва шостої сюжетної місії кампанії на Квалаші.	Загальне	new	
turbine_a	Turbine A					Позначення першої енергетичної турбіни, стан якої відстежує завдання місії.	Технології	new	
turbine_b	Turbine B					Позначення другої енергетичної турбіни, стан якої відстежує завдання місії.	Технології	new	
security_center	Security Center					Іменований об’єкт комплексу електростанції, який потрібно захопити в цій місії.	Локації	new	
bug_cave	Bug Cave	bug caves				Печери-лігва Арахнідів, знищення яких скорочує чисельність їхніх сил у місії Power Struggle.	Арахніди	new	
comm_station	Comm Station					Станція зв'язку, навколо якої гравець може розгорнути сили в місії «Power Struggle».	Технології	new	
core_meltdown	Core Meltdown					Критична подія з таймером руйнування енергетичного ядра в місії «Power Struggle».	Механіки	new	
cell_block_b	Cell Block B					Позначена літерою B конкретна секція тюремного комплексу в місії «No Escape».	Локації	new	
cell_block_a	Cell Block A					Позначена літерою A конкретна секція тюремного комплексу в місії «No Escape».	Локації	new	
fugitive	Fugitive	Fugitives				Ігрова назва людського загону втікачів із в'язниці в місії «No Escape».	Юніти Федерації	new	
no_escape	No Escape					Назва місії [5] у сценарії Kwalasha_Prison.	Загальне	new	
miner_s_union	Miner's Union					Профспілкова організація шахтарів на Kwalasha, очолювана Thomas Rees.	Фракції	new	
prisoner_block	Prisoner Block	Prisoner Blocks				Тюремні блоки, які потрібно захищати під час місії No Escape.	Локації	new	
containment_gate	Containment Gate					Назва захисних воріт зони утримання у в’язниці Квалаші в місії «[5] No Escape».	Загальне	new	
control_mainframe	Control Mainframe					Головний керівний комп’ютер в’язниці Квалаші в місії «[5] No Escape».	Технології	new	
metal_detector	Metal Detector					Стаціонарний металодетектор у в’язниці Квалаші в місії «[5] No Escape».	Технології	new	
subject_89	Subject 89					Нумероване позначення окремого піддослідного персонажа у в’язниці в місії «No Escape».	Персонажі	new	
subject_113	Subject 113					Нумероване позначення окремого піддослідного персонажа у в’язниці в місії «No Escape».	Персонажі	new	
cell_block_c	Cell Block C					Іменований тюремний блок, пов’язаний із подіями місії «No Escape».	Локації	new	
warden_s_office	Warden's Office					Кабінет начальника в’язниці як іменована ділянка місії «No Escape».	Локації	new	
rees	Rees	Rees’s				Утікач, якого мають стратити під час місії «No Escape».	Персонажі	new	
razor_river	Razor River					Razor River — висохле русло річки та район подій однойменної місії на Kwalasha.	Локації	new	
jaeger	Jaeger	Jaeger units				Підрозділи Федерації, розгорнуті проти нової загрози в місії «Razor River».	Юніти Федерації	new	
bowels_of_the_beast	Bowels of the Beast					Назва п’ятнадцятої сюжетної місії у сценарії Kwalasha_Sewers.	Загальне	new	
maintenance_bay	Maintenance Bay					Іменована технічна зона каналізаційного комплексу, яку потрібно зачистити.	Локації	new	
psychic	Psychic	Psychics				Фахівці Федерації з психічними здібностями, про яких згадує Віктор Ярроу в місії «Bowels of the Beast».	Юніти Федерації	new	
bravo_team	Bravo Team					Названа група бійців Федерації, яку переповнили вороги в технічній зоні місії «Bowels of the Beast».	Юніти Федерації	new	
mental_issues	Mental Issues					Назва місії 11 у сценарії Kwalasha_Silent_Night.	Загальне	new	
military_intelligence	Military Intelligence					Розвідувальна служба Федерації, офіцера якої необхідно евакуювати в місії Mental Issues.	Фракції	new	
radio_entrance	Radio Entrance					Назва входу до радіооб’єкта на карті місії «Mental Issues».	Локації	new	
victor_evac	Victor Evac					Назва точки евакуації з позивним Victor на карті місії «Mental Issues».	Локації	new	
tide_breaker	Tide Breaker					Назва місії 8 у кампанії Kwalasha.	Загальне	new	
second_line	Second Line					Друга оборонна лінія Fort Meru, яку потрібно захищати в місії Tide Breaker.	Локації	new	
personnel	Personnel					Лічильна категорія евакуйованого персоналу в цілі місії Tide Breaker.	Механіки	new	
fort_maru_station	Fort Maru Station					Іменована станція у форті, позначена як окремий об’єкт у місії «Tide Breaker».	Локації	new	
big_k	Big K					Розмовна назва місця, з яким Hawthorne порівнює масштаб навали арахнідів у місії «Tide Breaker».	Локації	new	
scorps	Scorps					Скорочена розмовна назва типу Arachnid Scorpion у репліці Hawthorne.	Арахніди	new	
blazing_trail	Blazing Trail					Назва місії 5 у сценарії Lava_Blazing_Trail.	Локації	new	
fraser	Fraser	Fraser's				Персонаж, якому належить загін найманців у місії Blazing Trail.	Персонажі	new	
processing_plant	Processing Plant					Промисловий об'єкт, якого потрібно досягти в місії Blazing Trail.	Локації	new	
patel	Patel	Patel's|Patel’s				Персонаж-найманець у місії «Blazing Trail», до якого звертаються після завершення Storm.	Персонажі	new	
biped	Biped	Bipeds				Двонога машина, яку активують під час місії «[5] Blazing Trail».	Зброя і техніка	new	
central_heating	Central Heating					Назва місії [6] у сценарії Lava_Central_Access.	Загальне	new	
zhao	Zhao	Zhao's				Командир загону, прибуття якого розпочинає операцію з повернення острова.	Персонажі	new	
cargo_ship	Cargo Ship					Транспортне судно, до якого потрібно доправити приспаних істот у цій місії.	Зброя і техніка	new	
pump_control_terminal	Pump Control Terminal					Інтерактивний термінал керування насосом у місії «Dragon Isle».	Технології	new	
prospect_protect	Prospect & Protect					Назва місії у сценарії Lava_Exploitation.	Загальне	new	
soil_sample	Soil Sample	Soil Samples				Зразки вулканічного ґрунту, які потрібно добути для виконання завдання місії Prospect & Protect.	Загальне	new	
landmine	Landmine					Назва вибухового загородження серед об’єктів місії «[7] Powder Keg».	Зброя і техніка	new	
powder_keg	Powder Keg					Назва місії [7] у сценарії Lava_Flash_Point.	Загальне	new	
sedated	Sedated					Стан знерухомлених арахнідів, яких потрібно залишити живими в місії Powder Keg.	Механіки	new	
beacon	Beacon					Особливий маяк, який потрібно захищати в одному із завдань місії Powder Keg.	Технології	new	
bugnip	Bugnip					Bugnip — розроблена HephaeStar Corporation речовина для принаджування або вилову арахнідів у місії «Powder Keg».	Технології	new	
landing_zone	Landing Zone						Локації	new	
lz	LZ					Скорочене позначення зони висадки, до якої прибуває загін у місії «Powder Keg».	Локації	new	landing_zone
vilon	Vilon					Місце, яке перебуває під пильним наглядом Federation і через яке могли перевозити Bugs.	Локації	new	
landing_site	Landing Site					Місце висадки, позначене як ціль у місії «Powder Keg».	Локації	new	
lead_by_a_sample	Lead by A Sample					Назва другої місії кампанії, пов’язаної зі збиранням зразків на Gehenna.	Загальне	new	
sample_site	Sample Site	Sample Sites				Ділянки в місії Lead by A Sample, які потрібно дослідити для видобування зразків.	Локації	new	
wildfire	Wildfire					Назва місії у сценарії Lava_Nest_Clearing.	Загальне	new	
cleared_clear	Cleared (clear)	Clear Out				Позначення зачищення цілі або ділянки в тексті тригера місії «Wildfire».	Механіки	new	
raiding_inferno	Raiding Inferno					Назва місії у сценарії Lava_Territory.	Загальне	new	
scorched_earth	Scorched Earth					Назва третьої місії сценарію Lava_Trophy_Hunt.	Загальне	new	
director	Director					Титульне звертання до директора, з яким найманець намагається зв’язатися в місії «Scorched Earth».	Персонажі	new	
rendezvous_point	Rendezvous Point	Rendezvous				Точка збору військ у місії «Scorched Earth».	Локації	new	
nuke_site	Nuke Site					Місце розміщення Nuke у місії «Scorched Earth».	Локації	new	
lab_gate	Lab Gate					Брама лабораторії, яку потрібно запечатати в місії «Scorched Earth».	Локації	new	
warm_welcome	Warm Welcome					Назва першої місії сценарію Lava_Warm_Welcome.	Загальне	new	
cargo_bay	Cargo Bay					Вантажний відсік Vilon Station, пов'язаний зі збором загону Zhao.	Локації	new	
lower_levels	Lower Levels					Нижні рівні Vilon Station, які потрібно дослідити під час місії Warm Welcome.	Локації	new	
waste_processing_center	Waste Processing Center					Виробнича зона з небезпечно високою температурою в місії «Warm Welcome».	Локації	new	
security_door	Security Door					Назва захисних дверей як об’єкта оточення в місії «Brain Drain».	Загальне	new	
charlie	Charlie					Позивний однієї з команд Федерації, що закріплює свій сектор у місії Brain Drain.	Юніти Федерації	new	
bravo	Bravo					Позивний однієї з команд Федерації, затриманої у своєму секторі в місії Brain Drain.	Юніти Федерації	new	
brain_drain	Brain Drain					Назва дев’ятої сюжетної місії в сценарії Metropolis_Brain_Lair.	Загальне	new	
verhaegen	Verhaegen	Verhaegen’s				Персонаж, який разом із Keys спускається до підземного лігва у фінальній битві.	Персонажі	new	
keys	Keys	Keys’				Персонаж, який разом із Verhaegen спускається до підземного лігва у фінальній битві.	Персонажі	new	
kayla	Kayla					Персонаж, до якого за умовою завдання потрібно привести Verhaegen.	Персонажі	new	
factory_entrance	Factory Entrance					Іменована точка входу до фабрики в місії «Burning Bridges».	Локації	new	
highway_blockade	Highway Blockade					Іменована заблокована ділянка шосе в місії «Burning Bridges».	Локації	new	
burning_bridges	Burning Bridges					Назва четвертої сюжетної місії в розділі Metropolis_Bridges.	Загальне	new	
mpd	MPD					Скорочена назва організації, що діє разом із Mobile Infantry у місії Burning Bridges; повну назву в цих рядках не наведено.	Фракції	new	
ganda	Ganda					Місцевість або водойма, куди відтісняють арахнідів у місії «Burning Bridges».	Локації	new	
park_base	Park Base					Названа база в районі парку в місії «Stand for the Fallen».	Локації	new	
stand_for_the_fallen	Stand for the Fallen					Назва місії у сценарії Metropolis_Challenge_1.	Загальне	new	
memorial_base	Memorial Base					База біля військового меморіалу, яку гравець повинен захистити в місії Stand for the Fallen.	Локації	new	
honshu_bridge	Honshu Bridge					Honshu Bridge — міст, через який ворожі орди прямують до місця оборони в місії «Stand for the Fallen».	Локації	new	
circuit_breaker	Circuit Breaker					Назва місії-сценарію Metropolis_Challenge_2.	Загальне	new	
power_transformer	Power Transformer	power transformers				Енергетичні споруди, відключення яких спричиняє перегрів і вибух об’єкта в місії Circuit Breaker.	Технології	new	
tightening_the_noose	Tightening the Noose					Назва восьмої сюжетної місії в розділі Metropolis_City.	Загальне	new	
liberty_square	Liberty Square					Міська площа в Mahanagar, на якій необхідно заснувати базу.	Локації	new	
rooftop_site	Rooftop Site					Назва майданчика на даху, представленого як іменований об'єкт карти в розділі назв юнітів.	Локації	new	
flood_pump	Flood Pump	Flood Pumps				Насосне обладнання, яке потрібно ввімкнути на водоочисній станції в місії «Changing Tides».	Технології	new	
sewers_door	Sewers Door					Інтерактивні двері каналізації в місії «Changing Tides».	Технології	new	
changing_tides	Changing Tides					Назва шостої сюжетної місії у сценарії Metropolis_Police_Station.	Загальне	new	
sewers	Sewers					Ділянка каналізаційної системи в місії «[6] Changing Tides».	Локації	new	
weapons_storage	Weapons Storage					Приміщення для зберігання озброєння в поліцейській дільниці місії «[6] Changing Tides».	Локації	new	
station_entrance	Station Entrance					Вхід до станції як позначена ділянка місії «Railway Rendezvous».	Локації	new	
railway_rendezvous	Railway Rendezvous					Назва другої сюжетної місії, пов’язаної із залізничною станцією в північному районі міста.	Загальне	new	
railway_station	Railway Station					Залізнична станція, позначена тригерним текстом у місії «[2] Railway Rendezvous».	Локації	new	
traffic_stop	Traffic Stop					Назва місії 3 у сценарії Metropolis_Retreat.	Загальне	new	
gunship	Gunship	Gunships				Бойові літальні апарати Федерації, які наказано спрямувати проти Plasma Bugs у місії «Death from Above».	Юніти Федерації	new	
police_hq	Police HQ					Штаб поліції, який потрібно захопити в місії «Death from Above».	Локації	new	
police_department	Police Department					Будівля поліцейського відділку, позначена як ігровий об'єкт у місії «[1] Protect and Serve».	Локації	new	
protect_and_serve	Protect and Serve					Назва першої місії розділу Metropolis_Slums.	Загальне	new	
federation_judiciary	Federation Judiciary					Судова установа Federation, згадана під час переговорів із нападником у місії «Protect and Serve».	Фракції	new	
bug_war	Bug War					Тривала війна проти арахнідів, через яку цивільному не повертають вкладені кошти.	Загальне	new	
police_station	Police Station					Будівля, яку потрібно захищати в місії «Protect and Serve».	Локації	new	
riot_shield	Riot Shield	Riot Shields				Захисне спорядження бійців Федерації, носіїв якого наказують виставити попереду проти Tanker.	Зброя і техніка	new	
operation_kick_bug_ass	Operation "Kick Bug Ass"					Назва військової операції, поновленої в місії «[7] Flight Control».	Загальне	new	
flight_control	Flight Control					Назва сьомої місії кампанії, пов’язаної з поверненням контролю над Starport у Mahanagar.	Загальне	new	
subway_hive	Subway Hive					Структура Arachnid у метро, яку потрібно зачистити під час місії Flight Control.	Арахніди	new	
flight_control_room	Flight Control Room					Приміщення керування польотами на Starport, яке потрібно захопити й утримати в цій місії.	Локації	new	
super_hive	Super Hive					Особливий тип вулика арахнідів, про атаку якого попереджає тригер місії «Starport Sweep».	Арахніди	new	
starport_sweep	Starport Sweep					Назва місії в сценарії Skirmish_TunnelWorks.	Загальне	new	
federal_intelligence	Federal Intelligence					Розвідувальна служба Федерації, яка повідомляє про придатні до використання апарати в місії «Starport Sweep».	Фракції	new	
editor_demo_defense	Editor Demo Defense					Назва демонстраційної місії-шаблону, пов’язаної із системою тригерів редактора сценаріїв.	Загальне	new	
unto_the_breach	Unto the Breach					Назва місії Territory_Chemical_Breach у сценарній кампанії гри.	Загальне	new	
editor_demo_attack	Editor Demo Attack					Назва демонстраційної місії для перевірки системи тригерів редактора сценаріїв.	Загальне	new	
central_centrifuge	Central Centrifuge					Назва місії та центральної центрифуги, навколо якої відбувається сценарій Territory_Chemical_Centrifuge.	Локації	new	
impact_analysis	Impact Analysis					Назва місії у сценарії Territory_Chemical_Crater.	Загальне	new	
pollution_pit	Pollution Pit					Назва місії та звалища токсичних, ядерних і біологічних відходів, де досліджують мутації арахнідів.	Локації	new	
rocket_research	Rocket Research					Назва місії про дослідницький ракетний комплекс на планеті Ghutana.	Загальне	new	
high_security_prison	High Security Prison					Назва в’язниці суворого режиму та місії у сценарії Territory_Chemical_Prison.	Локації	new	
radioactive_residue	Radioactive Residue					Назва місії в сценарії Territory_Chemical_Radioactive.	Загальне	new	
live_fire_facility	Live Fire Facility					Назва випробувального комплексу та місії, де утримують живі зразки Arachnid.	Локації	new	
airbase_interruption	Airbase Interruption					Назва місії у сценарії Territory_Kwalasha_Airfield.	Загальне	new	
smoke_trail	Smoke Trail					Назва місії в сценарії Territory_Chemical_Trail.	Локації	new	
fata_morgana	Fata Morgana					Назва місії в сценарії Territory_Kwalasha_Beach.	Загальне	new	
pressure_point	Pressure Point					Назва місії, пов’язаної зі сценарієм Territory_Kwalasha_Dam.	Локації	new	
cliffort	Cliffort					Віддалене шахтарське поселення, з якого надійшов сигнал лиха в місії «Sand Castle».	Локації	new	
delta_fall	Delta Fall					Назва місії в кампанії Territory_Kwalasha_Delta5.	Загальне	new	
fort_tunis	Fort Tunis					Fort Tunis — фортеця та місце дії місії Territory_Kwalasha_Fortress.	Локації	new	
omega_outpost	Omega Outpost					Назва форпосту та місії в сценарії Territory_Kwalasha_Outpost.	Локації	new	
sniper_scope_mk_ii	Sniper Scope Mk.II					Технологічне вдосконалення для снайперських підрозділів, яке потрібно розблокувати в місії Cliffhanger.	Технології	new	
urban_planning	Urban Planning					Назва місії Territory_Kwalasha_Urban.	Загальне	new	
new_xhon	New Xhon					Місто, захоплене Арахнідами в місії Urban Planning.	Локації	new	
desertification	Desertification					Назва місії в сценарії Territory_Kwalasha_Sweep.	Загальне	new	
volcanic_vantage	Volcanic Vantage					Назва сценарію та вулканічної місцевості в місії Territory_Lava_Big_Volcano.	Локації	new	
water_war	Water War					Назва місії у сценарії Territory_Kwalasha_Water.	Локації	new	
hellhole	Hellhole					Назва місії та сектора в сценарії Territory_Lava_Hell_Hole.	Локації	new	
lake_lava	Lake Lava					Назва місії та вулканічного озера, навколо якого розташована Pumping Station.	Локації	new	
ash_industry	Ash Industry					Назва місії та промислової території у сценарії Territory_Lava_Industry.	Локації	new	
mount_magma	Mount Magma					Назва вулканічної локації та місії у сценарії Territory_Lava_Volcano.	Локації	new	
